NAME,LONGNAME,release,valid,efo_cls,efo_label,xref_source,xref,simple_xref,quality
D3_IMMUNEMECHANISMNAS,"Other and unspecified disorders involving the immune mechanism, not elsewhere classified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_169467,recurrent neisseria infections due to factor d deficiency,ICD_9,279[8-9],2798,
D3_IMMUNEMECHANISMNAS,"Other and unspecified disorders involving the immune mechanism, not elsewhere classified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_2966,properdin deficiency,ICD_9,279[8-9],2798,
D3_IMMUNEMECHANISMNAS,"Other and unspecified disorders involving the immune mechanism, not elsewhere classified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_397596,activated pik3-delta syndrome,ICD_9,279[8-9],2798,
D3_IMMUNEMECHANISMOTHER,"Other disorders involving the immune mechanism, not elsewhere classified",r3,FALSE,NA,NA,,,,
D3_ITP,Idiopathic thrombocytopenic purpura,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0043768,thrombocytopenic purpura,manual,NA,NA,NA
D3_NUTRIANAEMIA,Nutritional anaemias,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001069,nutritional disorder,OLS_API_EFO_lookup,NA,NA,fuzzy
D3_NUTRIANAEMIA,Nutritional anaemias,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0004272,anemia,manual,NA,NA,NA
D3_IMMUNEMECHANISMOTHER,"Other disorders involving the immune mechanism, not elsewhere classified",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease,manual,,,
D3_OTHERANAEMIA,Other anaemias,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0004272,other anaemias,Zooma_API_lookup,,,match
D3_OTHERBLOOD,Oher diseases of blood and blood-forming organs,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease,manual,NA,NA,NA
D3_OTHERANAEMIA,Other anaemias,r3,TRUE,http://purl.obolibrary.org/obo/MONDO_0002280,anemia (disease),manual,,,
D3_OTHERWHITECELL,Other disorders of white blood cells,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0007997,granulocyte percentage of myeloid white cells,OLS_API_EFO_lookup,,,fuzzy
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Purpura and other haemorrhagic conditions,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0002610,purpura (disease),manual,NA,NA,NA
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Purpura and other haemorrhagic conditions,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0002243,hemorrhagic disease,manual,NA,NA,NA
D3_SARCOIDOSIS,Sarcoidosis,r2,TRUE,http://www.orpha.net/ORDO/Orphanet_797,sarcoidosis,Zooma_API_lookup,NA,NA,match
D3_OTHERWHITECELL,Other disorders of white blood cells,r3,TRUE,http://purl.obolibrary.org/obo/MONDO_0004805,leukocyte disease,manual,,,
D3_SCNDPOLYCYTHAEMIA,Secondary polycythaemia,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_1002034,secondary hypertension,OLS_API_EFO_lookup,,,fuzzy
D3_THROMBOCYTOPENIANAS,"Thrombocytopenia, unspecified",r2,TRUE,http://purl.obolibrary.org/obo/HP_0001873,thrombocytopenia,EFO_OBO,NA,NA,match
D3_WHITEBLOODCELLNAS,Other and unspecified disorders of white blood cells,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0004805,leukocyte disease,ICD_10;ICD_9,D72[8-9];288[8-9],D729;2889,NA
D3_SCNDPOLYCYTHAEMIA,Secondary polycythaemia,r3,TRUE,http://www.orpha.net/ORDO/Orphanet_98428,Secondary polycythemia,manual,,,
DERMATOPOLY_FG,Dermatopolymyositis (FG),r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0009297,fg syndrome,OLS_API_EFO_lookup,,,fuzzy
DIAB_MED,Diabetes medication,r2,TRUE,http://purl.obolibrary.org/obo/GO_0042493,response to drug,manual,NA,NA,NA
DIABETES_FG,"Diabetes, varying definitions",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
DIALYSIS,Dialysis,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0010690,renal dialysis,manual,NA,NA,NA
DERMATOPOLY_FG,Dermatopolymyositis (FG),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000398,dermatomyositis,manual,,,
DIS_THYROID_OTH,Other disorders of thyroid,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1000627,thyroid disease,Zooma_API_lookup,,,match
DM_AION,AION (anterior ischemic optic neuropathy),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1000809,anterior ischemic optic neuropathy,OLS_API_EFO_lookup,,,fuzzy
DM_BCKGRND_RETINA,Background diabetic retinopathy,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0009760,non-proliferative diabetic retinopathy,OLS_API_EFO_lookup,,,fuzzy
DM_BCKGRND_RETINA,Background diabetic retinopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy,manual,,,
DM_BCKGRND_RETINA_NONPROLIF,Severe non-proliferative background diabetic retinopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0009760,non-proliferative diabetic retinopathy,OLS_API_EFO_lookup,,,fuzzy
DM_EYE_OEPR_RETINAL_PHOTOCOAGULATION,Retinal photocoagulation,r2,TRUE,NA,ophthalmic procedure,NEW TERM NOT IN EFO,NA,NA,NA
DM_EYE_OPER,"Operations, diabetic retinopathy",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy,EFO_OBO,NA,NA,match
DM_EYE_OPER,"Operations, diabetic retinopathy",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0002571,medical procedure,manual,NA,NA,NA
DM_EYE_OPER_REMOVAL_VITR_VIAPARSPLIC,Removal of vitreous/Extensive procedure in removing vitreous via pars plana/pars plicata,r2,TRUE,NA,ophthalmic procedure,NEW TERM NOT IN EFO,NA,NA,NA
DM_EYE_OPER_VEGF_INJECT_VITR,Injection of anti-VEGF-antibody or corticosteroid or any drug into vitreous body,r2,TRUE,http://purl.obolibrary.org/obo/GO_0042493,response to drug,manual,NA,NA,NA
DM_HYPOGLYC,Diabetic hypoglycemia,r2,TRUE,http://purl.obolibrary.org/obo/HP_0001943,hypoglycemia,OLS_API_EFO_lookup,NA,NA,fuzzy
DM_HYPOGLYC,Diabetic hypoglycemia,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
DM_KETOACIDOSIS,Diabetic ketoacidosis,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1000897,diabetic ketoacidosis,EFO_OBO,NA,NA,match
DM_KIDNEYFAIL,"Diabetes, kidney failure",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1002048,kidney failure,OLS_API_EFO_lookup,NA,NA,match
DM_KIDNEYFAIL,"Diabetes, kidney failure",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
DM_MACULOPATHY,Diabetic maculopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0010133,diabetic maculopathy,EFO_OBO,,,match
DM_MACULOPATHY_EXMORE,Diabetic maculopathy (more controls excluded),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0010133,diabetic maculopathy,OLS_API_EFO_lookup,,,fuzzy
DM_NEOVASCULAR_GLAUCOMA,Neovascular glaucoma,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1001060,neovascular glaucoma,EFO_OBO,,,match
DM_NEPHORAPATHY_OPER,Diabetic nephropathy with related operations,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000401,diabetic nephropathy,OLS_API_EFO_lookup,NA,NA,fuzzy
DM_NEPHORAPATHY_OPER,Diabetic nephropathy with related operations,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0002571,medical procedure,manual,NA,NA,NA
DM_NEPHROPATHY,Diabetic nephropathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000401,diabetic nephropathy,EFO_OBO,,,match
DM_NEPHROPATHY_EXMORE,Diabetic nephropathy,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000401,diabetic nephropathy,EFO_OBO,NA,NA,match
DM_NEUROPATHY,Diabetic neuropathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1000783,diabetic neuropathy,EFO_OBO,,,match
DM_OPTHALMIC_COMORB,"Diabetes, opthalmic co-morbidities",r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,OLS_API_EFO_lookup,,,fuzzy
DM_OPTHALMIC_COMORB,"Diabetes, opthalmic co-morbidities",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0009486,diabetic eye disease,manual,,,
DM_OTHER_WIDE,"Other diabetes, wide definition",r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0015888,other rare diabetes mellitus,OLS_API_EFO_lookup,,,fuzzy
DM_OTHER_WIDE,"Other diabetes, wide definition",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,,,
DM_PERIPH_ANGIOPATHY,Peripheral angiopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003875,peripheral vascular disease,OLS_API_EFO_lookup,,,match
DM_PERIPHATHERO,Peripheral atherosclerosis,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003914,atherosclerosis,OLS_API_EFO_lookup,,,fuzzy
DM_POLYNEURO,Diabetic polyneuropathy,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_1000783,diabetic neuropathy,OLS_API_EFO_lookup,,,fuzzy
DM_RET_VEIN_OCCLU,Retinal vein occlusion (central or branch),r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1001157,retinal vein occlusion,OLS_API_EFO_lookup,NA,NA,fuzzy
DM_POLYNEURO,Diabetic polyneuropathy,r3,TRUE,http://purl.obolibrary.org/obo/MONDO_0001583,diabetic polyneuropathy,TERM NOT IN EFO,,,
DM_RETINA_NOS,Unspecified diabetic retinopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy,OLS_API_EFO_lookup,,,fuzzy
DM_RETINA_PROLIF,Proliferative diabetic retinopathy,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009322,proliferative diabetic retinopathy,Zooma_API_lookup,NA,NA,match
DM_RETINOPATHY,Diabetic retinopathy,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy,EFO_OBO,,,match
DM_RETINOPATHY_EXMORE,Diabetic retinopathy,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy,EFO_OBO,NA,NA,match
DM_SEVERAL_COMPLICATIONS,"Diabetes, several complications",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
DM_SEVERAL_COMPLICATIONS,"Diabetes, several complications",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
DM_VITREOUS_BLEEDING,Vitreous bleeding (caused by prolif. dmrp when together with H36.03*),r3,FALSE,http://purl.obolibrary.org/obo/HP_0100832,vitreous floaters,OLS_API_EFO_lookup,,,fuzzy
DPP4INH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,r2,TRUE,http://purl.obolibrary.org/obo/GO_0042493,response to drug,manual,NA,NA,NA
DRY_AMD,Dry age-related macular degeneration (includes geographic atrophy),r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0100114,dry age related macular degeneration,MONDO TERM NOT IN EFO,NA,NA,NA
DM_VITREOUS_BLEEDING,Vitreous bleeding (caused by prolif. dmrp when together with H36.03*),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0008626,vitreous hemorrhage,manual,,,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0009410,addison disease,ICD_10,E27[1-4],E271,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0015900,hypoaldosteronism disease,ICD_10,E27[1-4],E274,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0019801,acute adrenal insufficiency,ICD_10,E27[1-4],E272,
E4_ADDISON,Adrenocortical insufficiency,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0009491,adrenocortical insufficiency,EFO_OBO,,,match
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_289548,inherited isolated adrenal insufficiency due to cyp11a1 deficiency,ICD_10,E27[1-4],E271,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_361,familial glucocorticoid deficiency,ICD_10,E27[1-4],E271,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_427,familial hypoaldosteronism,ICD_10,E27[1-4],E274,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_869,triple a syndrome,ICD_10,E27[1-4],E274,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95700,familial adrenal hypoplasia with absent pituitary luteinizing hormone,ICD_10,E27[1-4],E271,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95702,cytomegalic congenital adrenal hypoplasia,ICD_10,E27[1-4],E271,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_99763,familial hyperreninemic hypoaldosteronism type 1,ICD_10,E27[1-4],E274,
E4_ADDISON,Adrenocortical insufficiency,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_99764,familial hyperreninemic hypoaldosteronism type 2,ICD_10,E27[1-4],E274,
E4_ADRENAL,Other disorders of adrenal gland,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0005539,adrenal gland disease,Zooma_API_lookup,NA,NA,match
E4_AMYLNAS,"Amyloidosis, other/unspecified",r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0018588,alect2 amyloidosis,ICD_10,E85[8-9],E858,
E4_AMYLNAS,"Amyloidosis, other/unspecified",r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0018634,hereditary amyloidosis,OLS_API_EFO_lookup,,,fuzzy
E4_AMYLNAS,"Amyloidosis, other/unspecified",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1001875,amyloidosis,ICD_10,E85[8-9],E858;E859,
E4_AMYLNAS,"Amyloidosis, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_85443,al amyloidosis,ICD_10,E85[8-9],E858;E859,
E4_AMYLOIDOSIS,Amyloidosis,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1001875,amyloidosis,EFO_OBO,,,match
E4_CA_MET,Disorders of calcium metabolism,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0005769,calcium metabolic disease,OLS_API_EFO_lookup,NA,NA,fuzzy
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_1226,bamforth-lazarus syndrome,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_171706,short stature-delayed bone age due to thyroid hormone metabolism deficiency,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_209905,brain-lung-thyroid syndrome,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_226292,permanent congenital hypothyroidism,ICD_10,E00|E03[0-1],E030;E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_226295,primary congenital hypothyroidism,ICD_10,E00|E03[0-1],E030;E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_226298,central congenital hypothyroidism,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_226307,hypothyroidism due to deficient transcription factors involved in pituitary development or function,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_2349,muscular pseudohypertrophy - hypothyroidism,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_238670,isolated thyrotropin-releasing hormone deficiency,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_329235,x-linked central congenital hypothyroidism with late-onset testicular enlargement,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,TRUE,http://www.orpha.net/ORDO/Orphanet_442,congenital hypothyroidism,ICD_10;OLS_API_EFO_lookup,E00|E03[0-1],E030;E031,fuzzy
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_59,allan-herndon-dudley syndrome,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_90673,hypothyroidism due to tsh receptor mutations,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_90674,isolated thyroid-stimulating hormone deficiency,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95711,congenital hypothyroidism due to developmental anomaly,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95712,thyroid ectopia,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95713,athyreosis,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95714,primary congenital hypothyroidism without thyroid developmental anomaly,ICD_10,E00|E03[0-1],E030;E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95716,familial thyroid dyshormonogenesis,ICD_10,E00|E03[0-1],E030;E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95719,thyroid hemiagenesis,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_95720,thyroid hypoplasia,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_97927,peripheral resistance to thyroid hormones,ICD_10,E00|E03[0-1],E031,
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,r3,FALSE,http://www.orpha.net/ORDO/Orphanet_99832,resistance to thyrotropin-releasing hormone syndrome,ICD_10,E00|E03[0-1],E031,
E4_DIABETES,Diabetes mellitus,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,EFO_OBO,,,match
E4_DM1,Type 1 diabetes,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,EFO_OBO,,,match
E4_DM1_STRICT,"Type 1 diabetes, strict (exclude DM2)",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type I diabetes mellitus,manual,NA,NA,NA
E4_DM1COMA,Type 1 diabetes with coma,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type I diabetes mellitus,manual,NA,NA,NA
E4_DM1COMA,Type 1 diabetes with coma,r2,TRUE,http://purl.obolibrary.org/obo/HP_0001259,coma,manual,NA,NA,NA
E4_DM1KETO,Type 1 diabetes with ketoacidosis,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1000897,diabetic ketoacidosis,OLS_API_EFO_lookup,NA,NA,fuzzy
E4_DM1NASCOMP,Type 1 diabetes with other specified/multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
E4_DM1NASCOMP,Type 1 diabetes with other specified/multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,OLS_API_EFO_lookup,NA,NA,fuzzy
E4_DM1NEU,Type 1 diabetes with neurological complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1000783,diabetic neuropathy,manual,NA,NA,NA
E4_DM1NOCOMP,Type 1 diabetes without complications,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0004996,type 1 diabetes nephropathy,OLS_API_EFO_lookup,,,fuzzy
E4_DM1OPTH,Type 1 diabetes with ophthalmic complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
E4_DM1OPTH,Type 1 diabetes with ophthalmic complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,manual,NA,NA,NA
E4_DM1PERIPH,Type 1 diabetes with peripheral circulatory complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,manual,NA,NA,NA
E4_DM1PERIPH,Type 1 diabetes with peripheral circulatory complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0003875,peripheral vascular disease,manual,NA,NA,NA
E4_DM1REN,Type 1 diabetes with renal complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0004996,type 1 diabetes nephropathy,NA,NA,NA,NA
E4_DM1NOCOMP,Type 1 diabetes without complications,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,manual,,,
E4_DM2,Type 2 diabetes,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus,EFO_OBO,,,match
E4_DM2_STRICT,"Type 2 diabetes, strict (exclude DM1)",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type II diabetes mellitus,manual,NA,NA,NA
E4_DM2COMA,Type 2 diabetes with coma,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type II diabetes mellitus,manual,NA,NA,NA
E4_DM2COMA,Type 2 diabetes with coma,r2,TRUE,http://purl.obolibrary.org/obo/HP_0001259,coma,manual,NA,NA,NA
E4_DM2KETO,Type 2 diabetes with ketoacidosis,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_1000897,diabetic ketoacidosis,OLS_API_EFO_lookup,NA,NA,fuzzy
E4_DM2NASCOMP,Type 2 diabetes with other specified/multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type II diabetes mellitus,manual,NA,NA,NA
E4_DM2NASCOMP,Type 2 diabetes with other specified/multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
E4_DM2NEU,Type 2 diabetes with neurological complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0004997,type 2 diabetes nephropathy,manual,NA,NA,NA
E4_DM2NOCOMP,Type 2 diabetes without complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type II diabetes mellitus,manual,NA,NA,NA
E4_DM2OPTH,Type 2 diabetes with ophthalmic complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001360,type II diabetes mellitus,manual,NA,NA,NA
E4_DM2OPTH,Type 2 diabetes with ophthalmic complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
E4_DM2PERIPH,Type 2 diabetes with peripheral circulatory complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus,manual,NA,NA,NA
E4_DM2PERIPH,Type 2 diabetes with peripheral circulatory complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0003875,peripheral vascular disease,manual,NA,NA,NA
E4_DM2REN,Type 2 diabetes with renal complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0004997,type 2 diabetes nephropathy,OLS_API_EFO_lookup,NA,NA,fuzzy
E4_DMICD8NASCOMP,"Diabetes, unspecified because of ICD-8, with multiple/unspecified complications",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
E4_DMNAS,Unspecified diabetes,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
E4_DMNASNASCOMP,Unspecified diabetes with multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
E4_DMNASNASCOMP,Unspecified diabetes with multiple/unspecified complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,NA,NA,NA
E4_DMNASNOCOMP,Unspecified diabetes without complications,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus,manual,NA,NA,NA
E4_ENDODIS,Other endocrine disorders,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease,ICD_10,E3[4-5],E34,NA
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease,ICD_10,E34[8-9],E349,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_280576,nestor-guillermo progeria syndrome,ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_2963,"progeroid syndrome, petty type",ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_2976,"pseudoleprechaunism syndrome, patterson type",ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_3455,wiedemann-rautenstrauch syndrome,ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_363245,genetic progeroid syndrome,ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_363618,lmna-related cardiocutaneous progeria syndrome,ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_363649,mandibular hypoplasia-deafness-progeroid syndrome,ICD_10,E34[8-9],E348,
E4_ENDODISNAS,"Endocrine disorders, other/unspecified",r3,FALSE,http://www.orpha.net/ORDO/Orphanet_363665,acroosteolysis-keloid-like lesions-premature aging syndrome,ICD_10,E34[8-9],E348,
