query	term	label	source	quality	action
Melanocytic naevi of lower limb, including hip (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0007068	ulcer of lower limb	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi, other sites/unspecified	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi, other sites/unspecified (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000759	lipoma	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Melanocytic naevi of trunk (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0009675	melanocytic nevus	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of meninges	http://www.ebi.ac.uk/efo/EFO_1000107	Benign neoplasm of meninges	Zooma API lookup	match	
Benign neoplasm: Cerebral meninges	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Cerebral meninges (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_1000109	Benign Childhood Cerebral Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of meninges (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of mouth (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of mouth and pharynx	http://www.ebi.ac.uk/efo/EFO_0003868	Benign neoplasm of mouth and pharynx	Zooma API lookup	match	
Benign neoplasm of mouth and pharynx (ICD C excluded)					
Benign neoplasm of other and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0002422	Benign neoplasm of other and unspecified sites	Zooma API lookup	match	
Benign neoplasm of other and unspecified sites (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of ovary	http://www.ebi.ac.uk/efo/EFO_1000116	Benign neoplasm of ovary	Zooma API lookup	match	
Benign neoplasm of ovary (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0000646	ovarian benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Parotid gland (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0003873	parotid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pituitary gland, craniopharyngeal duct	http://purl.obolibrary.org/obo/MONDO_0003257	posterior pituitary gland neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Pituitary gland, craniopharyngeal duct (ICD C excluded)					
Benign neoplasm: Rectosigmoid junction	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectosigmoid junction (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum	http://purl.obolibrary.org/obo/MONDO_0002165	rectal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum, anus and anal canal	http://purl.obolibrary.org/obo/MONDO_0002165	rectal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum, anus and anal canal (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0009660	anus disease	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Rectum (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0002165	rectal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of major salivary glands	http://www.ebi.ac.uk/efo/EFO_0003826	Benign neoplasm of major salivary glands	Zooma API lookup	match	
Benign neoplasm of major salivary glands (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0044743	major salivary gland cancer	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: other/unspecified salivary gland	http://purl.obolibrary.org/obo/MONDO_0021460	benign neoplasm of salivary gland	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: other/unspecified salivary gland (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0021460	benign neoplasm of salivary gland	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Sigmoid colon	http://www.ebi.ac.uk/efo/EFO_1001181	sigmoid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Sigmoid colon (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_1001181	sigmoid neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of skin	http://www.ebi.ac.uk/efo/EFO_0004198	Other benign neoplasms of skin	Zooma API lookup	match	
Benign neoplasm: Skin of ear and external auricular canal					
Benign neoplasm: Skin of ear and external auricular canal (ICD C excluded)					
Other benign neoplasms of skin (ICD C excluded)					
Benign neoplasm: Skin of eyelid, including canthus	http://purl.obolibrary.org/obo/MONDO_0020173	benign tumor of palpebral epidermis	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of eyelid, including canthus (ICD C excluded)	http://www.orpha.net/ORDO/Orphanet_98576	Malposition of external canthus	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of other and unspecified parts of face (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin, unspecified	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin, unspecified (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of scalp and neck	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of scalp and neck (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of trunk	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Skin of trunk (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_1000120	Benign Skin Appendage Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Small intestine	http://purl.obolibrary.org/obo/MONDO_0021501	benign neoplasm of small intestine	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Small intestine (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0021501	benign neoplasm of small intestine	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of small intestine	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Other and unspecified parts of small intestine (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Stomach	http://www.ebi.ac.uk/efo/EFO_0003897	stomach neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Stomach (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0003897	stomach neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of thyroid gland	http://www.ebi.ac.uk/efo/EFO_1000122	Benign neoplasm of thyroid gland	Zooma API lookup	match	
Benign neoplasm of thyroid gland (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_1000122	Benign Thyroid Gland Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Transverse colon	http://www.ebi.ac.uk/efo/EFO_0004288	colonic neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Transverse colon (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0004288	colonic neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of urinary organs	http://www.ebi.ac.uk/efo/EFO_0003863	Benign neoplasm of urinary organs	Zooma API lookup	match	
Benign neoplasm of urinary organs (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0004180	benign urinary system neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasm of uterus: Other parts/unspecified	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasm of uterus: Other parts/unspecified (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of uterus	http://www.ebi.ac.uk/efo/EFO_0003859	Other benign neoplasms of uterus	Zooma API lookup	match	
Other benign neoplasms of uterus (ICD C excluded)					
Follicular lymphoma	http://www.ebi.ac.uk/efo/EFO_0000096	Follicular lymphoma	Zooma API lookup	match	
Follicular lymphoma (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0018906	follicular lymphoma	OLS API EFO lookup	fuzzy	check if valid
In situ neoplasms					
Carcinoma in situ of breast	http://www.ebi.ac.uk/efo/EFO_0000432	ductal carcinoma in situ	EFO OBO	match	
Carcinoma in situ of breast (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0004658	breast carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of breast, intraductal	http://www.ebi.ac.uk/efo/EFO_0000432	ductal carcinoma in situ	EFO OBO	match	
Carcinoma in situ of breast, intraductal (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_1000306	Intraductal Breast Papilloma	OLS API EFO lookup	fuzzy	check if valid
In situ neoplasms (ICD C excluded)					
Carcinoma in situ of skin	http://www.ebi.ac.uk/efo/EFO_0004198	Carcinoma in situ of skin	Zooma API lookup	match	
Carcinoma in situ of skin (ICD C excluded)	http://purl.obolibrary.org/obo/MONDO_0004658	breast carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of other and unspecified parts of face (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Lymphoid leukaemia	http://www.ebi.ac.uk/efo/EFO_0004289	Lymphoid leukaemia	Zooma API lookup	match	
Lymphoid leukaemia (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0004289	lymphoid leukemia	OLS API EFO lookup	fuzzy	check if valid
Multiple myeloma and malignant plasma cell neoplasms	http://www.ebi.ac.uk/efo/EFO_0001378	Multiple myeloma and malignant plasma cell neoplasms	Zooma API lookup	match	
Multiple myeloma and malignant plasma cell neoplasms (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0001378	multiple myeloma	OLS API EFO lookup	fuzzy	check if valid
Non-follicular lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma	OLS API EFO lookup	fuzzy	check if valid
Non-follicular lymphoma (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified types of non-Hodgkin lymphoma	http://www.ebi.ac.uk/efo/EFO_0005952	Other and unspecified types of non-Hodgkin's lymphoma	Zooma API lookup	match	
Other and unspecified types of non-Hodgkin lymphoma (ICD C excluded)	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Primary_lymphoid and hematopoietic malignant neoplasms					
Primary_lymphoid and hematopoietic malignant neoplasms (ICD C excluded)					
Childhood allergy (age < 16)	http://www.ebi.ac.uk/efo/EFO_0003785	allergy	OLS API EFO lookup	fuzzy	check if valid
Crohn's disease of large intestine	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Chron's disease NAS					
Other Chron's disease					
Crohn's disease of small interstine	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Collagenous colitis	http://www.ebi.ac.uk/efo/EFO_1001293	collagenous colitis	EFO OBO	match	
Noninfectious colitis NAS	http://www.ebi.ac.uk/efo/EFO_0003872	colitis	OLS API EFO lookup	fuzzy	check if valid
Combinations of oral blood glucose lowering drugs	http://www.ebi.ac.uk/efo/EFO_0009698	gestational blood glucose measurement	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of heart and great arteries	http://www.orpha.net/ORDO/Orphanet_2445	Conotruncal heart malformations	OLS API EFO lookup	fuzzy	check if valid
COPD/asthma related infections	http://www.ebi.ac.uk/efo/EFO_1001406	Prosthesis-Related Infections	OLS API EFO lookup	fuzzy	check if valid
COPD/asthma related pneumonia or pneumonia derived septichaemia	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
COPD-associated co-morbidities					
COPD Co-morbidites, CVD and metabolic diseases					
Early onset COPD	http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	OLS API EFO lookup	fuzzy	check if valid
COPD, early/later onset	http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	OLS API EFO lookup	fuzzy	check if valid
COPD, early/later onset (more excluded)	http://www.orpha.net/ORDO/Orphanet_256	Early-onset generalized limb-onset dystonia	OLS API EFO lookup	fuzzy	check if valid
Early onset COPD	http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	OLS API EFO lookup	fuzzy	check if valid
COPD differential diagnosis					
COPD, hospital admissions					
COPD, hospital admissions 1					
COPD, hospital admission 2					
COPD, hospital admissions 3					
COPD-related respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	OLS API EFO lookup	fuzzy	check if valid
Later onset COPD	http://www.orpha.net/ORDO/Orphanet_397750	Periodic paralysis with later-onset distal motor neuropathy	OLS API EFO lookup	fuzzy	check if valid
Later onset COPD	http://www.orpha.net/ORDO/Orphanet_397750	Periodic paralysis with later-onset distal motor neuropathy	OLS API EFO lookup	fuzzy	check if valid
COPD (mode)					
COPD related to multimorbidity					
COPD related to chronic (opportunist) infections	http://www.orpha.net/ORDO/Orphanet_391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	OLS API EFO lookup	fuzzy	check if valid
Coxarthrosis [arthrosis of hip](FG)	http://www.ebi.ac.uk/efo/EFO_1000786	osteoarthritis, hip	OLS API EFO lookup	fuzzy	check if valid
Continuous positive airway pressure	http://www.ebi.ac.uk/efo/EFO_0005414	airway hyperresponsiveness	OLS API EFO lookup	fuzzy	check if valid
Wet or dry macular degeneration	http://www.ebi.ac.uk/efo/EFO_0004683	wet macular degeneration	OLS API EFO lookup	fuzzy	check if valid
Colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	colorectal cancer	EFO OBO	match	
Crohn disease (strict definition, all UC cases excluded)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
CUSTOM_K51_AND_KELA_NOT_K50					
IBD patients in KELA-register	http://www.ebi.ac.uk/efo/EFO_1001994	Scleroderma Polymyositis Overlap Syndrome	OLS API EFO lookup	fuzzy	check if valid
Enterocolitis due to Clostridium difficile	http://www.ebi.ac.uk/efo/EFO_0009130	clostridium difficile infection	OLS API EFO lookup	fuzzy	check if valid
Psoriatic arthropathies related co-morbidities	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	OLS API EFO lookup	fuzzy	check if valid
STROKE	http://www.ebi.ac.uk/efo/EFO_0000712	stroke	EFO OBO	match	
ICD-8 DM (Sub-endpoint used for defining DM endpoints)	http://www.ebi.ac.uk/efo/EFO_0010133	diabetic maculopathy	OLS API EFO lookup	fuzzy	check if valid
Acute posthaemorrhagic anaemia					
Agranulocytosis	http://purl.obolibrary.org/obo/HP_0012234	agranulocytosis	EFO OBO	match	
Allergic purpura	http://www.ebi.ac.uk/efo/EFO_1000965	Henoch-Schoenlein purpura	OLS API EFO lookup	match	
Anaemias					
Other and unspecified anaemias	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Vitamin B12 deficiency anaemia	http://www.ebi.ac.uk/efo/EFO_0000734	Vitamin B12 deficiency anaemia	Zooma API lookup	match	
Iron deficiency anaemia	http://purl.obolibrary.org/obo/HP_0001891	Iron deficiency anaemia	Zooma API lookup	match	
Iron deficiency anaemia secondary to blood loss (chronic)	http://www.ebi.ac.uk/efo/EFO_0005576	pernicious anemia	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified iron deficiency	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Aplastic and other anaemias	http://www.ebi.ac.uk/efo/EFO_1001501	pulmonary fibrosis and/or bone marrow failure, telomere-related, 1	OLS API EFO lookup	fuzzy	check if valid
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism					
Other diseases of blood and blood-forming organs	http://www.ebi.ac.uk/efo/EFO_0005803	Other diseases of blood and blood-forming organs	Zooma API lookup	match	
Other and unspecified coagulation defects	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Coagulation defects, purpura and other haemorrhagic conditions	http://purl.obolibrary.org/obo/HP_0000979	Purpura and other haemorrhagic conditions	Zooma API lookup	match	
Other coagulation defects	http://www.ebi.ac.uk/efo/EFO_0009314	Other coagulation defects	Zooma API lookup	match	
Haemolytic anaemias	http://purl.obolibrary.org/obo/HP_0004804	Congenital hemolytic anemia	OLS API EFO lookup	fuzzy	check if valid
Immunodeficiencies	http://www.orpha.net/ORDO/Orphanet_169346	DNA repair defect other than combined T-cell and B-cell immunodeficiencies	OLS API EFO lookup	fuzzy	check if valid
Certain disorders involving the immune mechanism	http://www.ebi.ac.uk/efo/EFO_0000540	immune system disease	OLS API EFO lookup	fuzzy	check if valid
Idiopathic thrombocytopenic purpura	http://www.ebi.ac.uk/efo/EFO_0007160	autoimmune thrombocytopenic purpura	EFO OBO	match	
Nutritional anaemias	http://www.ebi.ac.uk/efo/EFO_0001069	nutritional disorder	OLS API EFO lookup	fuzzy	check if valid
Other anaemias	http://www.ebi.ac.uk/efo/EFO_0004272	Other anaemias	Zooma API lookup	match	
Oher diseases of blood and blood-forming organs					
Other disorders of white blood cells	http://www.ebi.ac.uk/efo/EFO_0007997	granulocyte percentage of myeloid white cells	OLS API EFO lookup	fuzzy	check if valid
Purpura and other haemorrhagic conditions	http://purl.obolibrary.org/obo/HP_0000979	Purpura and other haemorrhagic conditions	Zooma API lookup	match	
Sarcoidosis	http://www.orpha.net/ORDO/Orphanet_797	sarcoidosis	Zooma API lookup	match	
Thrombocytopenia, unspecified	http://purl.obolibrary.org/obo/HP_0001873	thrombocytopenia	EFO OBO	match	
Other and unspecified disorders of white blood cells	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Diabetes, varying definitions	http://purl.obolibrary.org/obo/HP_0002757	Recurrent fractures	OLS API EFO lookup	fuzzy	check if valid
Diabetes medication	http://www.ebi.ac.uk/efo/EFO_1001511	monogenic diabetes	OLS API EFO lookup	fuzzy	check if valid
Other (not insulin) diabetes medications	http://www.ebi.ac.uk/efo/EFO_0010164	insulin-resistant diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Dialysis	http://www.orpha.net/ORDO/Orphanet_1766	Dysequilibrium syndrome	OLS API EFO lookup	fuzzy	check if valid
Background diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009760	non-proliferative diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Diabetes-related co-morbidities/complications					
Diabetes-related co-morbidities/complications (more excluded)					
Retinal photocoagulation	http://www.ebi.ac.uk/efo/EFO_1000509	Retinal Neoplasm	OLS API EFO lookup	fuzzy	check if valid
Operations, diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	EFO OBO	match	
Removal of vitreous/Extensive procedure in removing vitreous via pars plana/pars plicata	http://www.ebi.ac.uk/efo/EFO_1001088	pars planitis	OLS API EFO lookup	fuzzy	check if valid
Injection of anti-VEGF-antibody or corticosteroid or any drug into vitreous body	http://www.ebi.ac.uk/efo/EFO_0008624	vitreous body disease	OLS API EFO lookup	fuzzy	check if valid
Diabetic hypoglycemia	http://purl.obolibrary.org/obo/HP_0001943	Hypoglycemia	OLS API EFO lookup	fuzzy	check if valid
Diabetes 1 & 2, IBD co-morbidity					
Diabetic ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	EFO OBO	match	
Diabetes, kidney failure	http://www.ebi.ac.uk/efo/EFO_1002048	kidney failure	OLS API EFO lookup	match	
Diabetic maculopathy	http://www.ebi.ac.uk/efo/EFO_0010133	diabetic maculopathy	OLS API EFO lookup	match	
Neovascular glaucoma	http://www.ebi.ac.uk/efo/EFO_1001060	neovascular glaucoma	EFO OBO	match	
Diabetic nephropathy with related operations	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	OLS API EFO lookup	fuzzy	check if valid
Diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	EFO OBO	match	
Diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	EFO OBO	match	
Diabetic neuropathy	http://www.ebi.ac.uk/efo/EFO_1000783	diabetic neuropathy	EFO OBO	match	
Diabetes, opthalmic co-morbidities					
Other diabetes, wide definition	http://purl.obolibrary.org/obo/HP_0000445	Wide nose	OLS API EFO lookup	fuzzy	check if valid
Peripheral atherosclerosis	http://www.ebi.ac.uk/efo/EFO_0003914	atherosclerosis	OLS API EFO lookup	fuzzy	check if valid
Proliferative diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009322	Proliferative diabetic retinopathy	Zooma API lookup	match	
Diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	EFO OBO	match	
Diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	EFO OBO	match	
Retinal vein occlusion (central or branch)	http://www.ebi.ac.uk/efo/EFO_1001157	retinal vein occlusion	OLS API EFO lookup	fuzzy	check if valid
Diabetes, several complications					
Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	http://www.orpha.net/ORDO/Orphanet_91495	Persistent hyperplastic primary vitreous	OLS API EFO lookup	fuzzy	check if valid
Dipeptidyl peptidase 4 (DPP-4) inhibitors					
Dry age-related macular degeneration (includes geographic atrophy)	http://www.ebi.ac.uk/efo/EFO_1001492	atrophic macular degeneration	OLS API EFO lookup	fuzzy	check if valid
Undefined dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Other disorders of adrenal gland	http://www.ebi.ac.uk/efo/EFO_0005539	Other disorders of adrenal gland	Zooma API lookup	match	
Disorders of calcium metabolism	http://www.ebi.ac.uk/efo/EFO_0005769	calcium metabolic disease	OLS API EFO lookup	fuzzy	check if valid
Diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	diabetes mellitus	EFO OBO	match	
Type 1 diabetes	http://www.ebi.ac.uk/efo/EFO_0001359	type 1 diabetes	Zooma API lookup	match	
Type 1 diabetes with coma	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with other specified/multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with neurological complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes without complications	http://www.ebi.ac.uk/efo/EFO_0009756	autoimmune type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with ophthalmic complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with peripheral circulatory complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with renal complications	http://www.orpha.net/ORDO/Orphanet_93111	Renal cysts and diabetes syndrome	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes, strict (exclude DM2)	http://www.ebi.ac.uk/efo/EFO_0009266	refractory celiac disease	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes	http://www.ebi.ac.uk/efo/EFO_0001360	type 2 diabetes	Zooma API lookup	match	
Type 2 diabetes with coma	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with other specified/multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with neurological complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes without complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with ophthalmic complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with peripheral circulatory complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with renal complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes, strict (exclude DM1)	http://www.ebi.ac.uk/efo/EFO_0009266	refractory celiac disease	OLS API EFO lookup	fuzzy	check if valid
Diabetes, unspecified because of ICD-8	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Diabetes, unspecified because of ICD-8, with coma	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Diabetes, unspecified because of ICD-8, with multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0009528	AIDS-related disease	OLS API EFO lookup	fuzzy	check if valid
Diabetes, unspecified because of ICD-8, without complications	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Diabetes, unspecified because of ICD-8, with other specified complications	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
