query	term	label	source	quality	action
Benign neoplasm: Transverse colon	http://www.ebi.ac.uk/efo/EFO_0004288	colonic neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Transverse colon (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm of urinary organs	http://www.ebi.ac.uk/efo/EFO_0003863	Benign neoplasm of urinary organs	Zooma API lookup	match	
Benign neoplasm of urinary organs (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0004180	benign urinary system neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasm of uterus: Other parts/unspecified	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasm of uterus: Other parts/unspecified (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm	OLS API EFO lookup	fuzzy	check if valid
Other benign neoplasms of uterus	http://www.ebi.ac.uk/efo/EFO_0003859	Other benign neoplasms of uterus	Zooma API lookup	match	
Other benign neoplasms of uterus (other cancers excluded from controls)					
Benign neoplasm: Vulva	http://purl.obolibrary.org/obo/MONDO_0021049	vulvar neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Vulva (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Vagina	http://www.ebi.ac.uk/efo/EFO_1001447	Vaginal neoplasm	OLS API EFO lookup	fuzzy	check if valid
Benign neoplasm: Vagina (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	OLS API EFO lookup	fuzzy	check if valid
Follicular lymphoma	http://purl.obolibrary.org/obo/MONDO_0018906	follicular lymphoma	EFO OBO	match	
Follicular lymphoma (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_1000211	Cutaneous Follicular Lymphoma	OLS API EFO lookup	fuzzy	check if valid
Hodgkin lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	hodgkin lymphoma	Zooma API lookup	match	
Hodgkin lymphoma (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma	OLS API EFO lookup	fuzzy	check if valid
In situ neoplasms					
Carcinoma in situ of breast	http://purl.obolibrary.org/obo/MONDO_0004658	breast carcinoma in situ	EFO OBO	match	
Carcinoma in situ of breast (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0004658	breast carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of breast, intraductal	http://www.ebi.ac.uk/efo/EFO_0000432	breast ductal carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of breast, intraductal (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000432	breast ductal carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of cervix uteri	http://www.ebi.ac.uk/efo/EFO_0001061	Carcinoma in situ of cervix uteri	Zooma API lookup	match	
Carcinoma in situ of cervix uteri (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0004693	squamous carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
In situ neoplasms (other cancers excluded from controls)					
Melanoma in situ	http://www.ebi.ac.uk/efo/EFO_0000756	melanoma	OLS API EFO lookup	fuzzy	check if valid
Melanoma in situ (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000756	melanoma	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin	http://purl.obolibrary.org/obo/MONDO_0004641	skin carcinoma in situ	EFO OBO	match	
Carcinoma in situ of skin (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0004641	skin carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of other and unspecified parts of face	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of other and unspecified parts of face (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of trunk	http://purl.obolibrary.org/obo/MONDO_0004641	skin carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Carcinoma in situ of skin of trunk (other cancers excluded from controls)	http://purl.obolibrary.org/obo/MONDO_0004641	skin carcinoma in situ	OLS API EFO lookup	fuzzy	check if valid
Lymphoid leukaemia	http://www.ebi.ac.uk/efo/EFO_0004289	Lymphoid leukaemia	Zooma API lookup	match	
Lymphoid leukaemia (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0004289	lymphoid leukemia	OLS API EFO lookup	fuzzy	check if valid
Multiple myeloma and malignant plasma cell neoplasms	http://www.ebi.ac.uk/efo/EFO_0001378	Multiple myeloma and malignant plasma cell neoplasms	Zooma API lookup	match	
Multiple myeloma and malignant plasma cell neoplasms (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0001378	multiple myeloma	OLS API EFO lookup	fuzzy	check if valid
Myeloid leukaemia	http://www.ebi.ac.uk/efo/EFO_0000222	Myeloid leukaemia	Zooma API lookup	match	
Myeloid leukaemia (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0003025	acute megakaryoblastic leukaemia	OLS API EFO lookup	fuzzy	check if valid
Non-follicular lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma	OLS API EFO lookup	fuzzy	check if valid
Non-follicular lymphoma (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000574	lymphoma	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified types of non-Hodgkin lymphoma	http://www.ebi.ac.uk/efo/EFO_0005952	Other and unspecified types of non-Hodgkin's lymphoma	Zooma API lookup	match	
Other and unspecified types of non-Hodgkin lymphoma (other cancers excluded from controls)	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Primary_lymphoid and hematopoietic malignant neoplasms					
Primary_lymphoid and hematopoietic malignant neoplasms (other cancers excluded from controls)					
Childhood allergy (age < 16)	http://www.ebi.ac.uk/efo/EFO_0003785	allergy	OLS API EFO lookup	fuzzy	check if valid
Biliary chirrosis, primary	http://www.ebi.ac.uk/efo/EFO_1001486	primary biliary cirrhosis	OLS API EFO lookup	fuzzy	check if valid
Chirrosis of liver, NAS					
Cholelithiasis, broad definition with cholecystitis	http://www.ebi.ac.uk/efo/EFO_0004799	cholelithiasis	OLS API EFO lookup	fuzzy	check if valid
Chronic hepatitis NAS	http://www.ebi.ac.uk/efo/EFO_0008496	chronic hepatitis	OLS API EFO lookup	fuzzy	check if valid
Crohn's disease of large intestine	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Chron's disease NAS					
Other Chron's disease					
Crohn's disease of small interstine	http://www.ebi.ac.uk/efo/EFO_0005629	small bowel Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Cirrhosis, definition from Sek Kathiresan	http://www.ebi.ac.uk/efo/EFO_0004267	biliary liver cirrhosis	OLS API EFO lookup	fuzzy	check if valid
Other/unspecified cytomegaloviral diseases	http://www.ebi.ac.uk/efo/EFO_0001062	cytomegalovirus infection	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of heart and great arteries	http://www.orpha.net/ORDO/Orphanet_2445	Conotruncal heart malformations	OLS API EFO lookup	fuzzy	check if valid
COPD/asthma related infections	http://www.ebi.ac.uk/efo/EFO_1001406	Prosthesis-Related Infections	OLS API EFO lookup	fuzzy	check if valid
COPD/asthma related pneumonia or pneumonia derived septichaemia	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Early onset COPD	http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	OLS API EFO lookup	fuzzy	check if valid
COPD, early/later onset	http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	OLS API EFO lookup	fuzzy	check if valid
COPD, early/later onset (more controls excluded)	http://www.orpha.net/ORDO/Orphanet_256	Early-onset generalized limb-onset dystonia	OLS API EFO lookup	fuzzy	check if valid
Early onset COPD (more controls excluded)	http://www.orpha.net/ORDO/Orphanet_256	Early-onset generalized limb-onset dystonia	OLS API EFO lookup	fuzzy	check if valid
COPD, hospital admissions	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
COPD-related respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	OLS API EFO lookup	fuzzy	check if valid
Later onset COPD	http://www.orpha.net/ORDO/Orphanet_397750	Periodic paralysis with later-onset distal motor neuropathy	OLS API EFO lookup	fuzzy	check if valid
Later onset COPD (more controls excluded)	http://www.orpha.net/ORDO/Orphanet_397750	Periodic paralysis with later-onset distal motor neuropathy	OLS API EFO lookup	fuzzy	check if valid
COPD (mode)					
COPD related to chronic (opportunist) infections	http://www.orpha.net/ORDO/Orphanet_391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	OLS API EFO lookup	fuzzy	check if valid
Cough	http://purl.obolibrary.org/obo/HP_0012735	Cough	Zooma API lookup	match	
Coxarthrosis [arthrosis of hip](FG)	http://www.ebi.ac.uk/efo/EFO_1000786	osteoarthritis, hip	OLS API EFO lookup	fuzzy	check if valid
Continuous positive airway pressure					
Enterocolitis due to Clostridium difficile	http://www.ebi.ac.uk/efo/EFO_0009130	clostridium difficile infection	OLS API EFO lookup	fuzzy	check if valid
STROKE	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	EFO OBO	match	
Acquired haemolytic anaemia	http://www.ebi.ac.uk/efo/EFO_0005558	Acquired haemolytic anaemia	Zooma API lookup	match	
Acute posthaemorrhagic anaemia					
Agranulocytosis	http://purl.obolibrary.org/obo/HP_0012234	Agranulocytosis	Zooma API lookup	match	
Allergic purpura	http://www.ebi.ac.uk/efo/EFO_1000965	Henoch-Schoenlein purpura	EFO OBO	match	
Anaemias					
Other and unspecified anaemias	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Vitamin B12 deficiency anaemia	http://www.ebi.ac.uk/efo/EFO_0000734	Vitamin B12 deficiency anaemia	Zooma API lookup	match	
Iron deficiency anaemia	http://purl.obolibrary.org/obo/HP_0001891	Iron deficiency anaemia	Zooma API lookup	match	
Iron deficiency anaemia secondary to blood loss (chronic)	http://www.ebi.ac.uk/efo/EFO_0005576	pernicious anemia	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified iron deficiency	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Aplastic and other anaemias	http://www.ebi.ac.uk/efo/EFO_0010664	pulmonary fibrosis, and/or bone marrow failure, telomere-related, 5	OLS API EFO lookup	fuzzy	check if valid
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism					
Other and unspecified diseases of blood and blood-forming organs					
Other diseases of blood and blood-forming organs					
Chronic Coagulation defects	http://purl.obolibrary.org/obo/HP_0005521	Disseminated intravascular coagulation	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified coagulation defects	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Coagulation defects, purpura and other haemorrhagic conditions	http://www.ebi.ac.uk/efo/EFO_0004629	von Willebrand factor measurement	OLS API EFO lookup	fuzzy	check if valid
Other coagulation defects	http://www.ebi.ac.uk/efo/EFO_0009314	Other coagulation defects	Zooma API lookup	match	
Haemolytic anaemias	http://www.ebi.ac.uk/efo/EFO_1001264	Anemia, Hemolytic, Autoimmune	OLS API EFO lookup	fuzzy	check if valid
Immunodeficiencies	http://www.orpha.net/ORDO/Orphanet_169346	DNA repair defect other than combined T-cell and B-cell immunodeficiencies	OLS API EFO lookup	fuzzy	check if valid
Immunodeficiency with predominantly antibody defects	http://www.orpha.net/ORDO/Orphanet_331244	Immunodeficiency with predominantly antibody defects	Zooma API lookup	match	
Other and unspecified immunodeficiencies with predominantly antibody defects	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Certain disorders involving the immune mechanism					
Other and unspecified disorders involving the immune mechanism, not elsewhere classified					
Other disorders involving the immune mechanism, not elsewhere classified					
Idiopathic thrombocytopenic purpura	http://www.ebi.ac.uk/efo/EFO_0007160	autoimmune thrombocytopenic purpura	EFO OBO	match	
Nutritional anaemias	http://www.ebi.ac.uk/efo/EFO_0001069	nutritional disorder	OLS API EFO lookup	fuzzy	check if valid
Other anaemias	http://www.ebi.ac.uk/efo/EFO_0004272	Other anaemias	Zooma API lookup	match	
Oher diseases of blood and blood-forming organs					
Other disorders of white blood cells	http://www.ebi.ac.uk/efo/EFO_0007997	granulocyte percentage of myeloid white cells	OLS API EFO lookup	fuzzy	check if valid
Purpura and other haemorrhagic conditions	http://purl.obolibrary.org/obo/HP_0000979	Purpura and other haemorrhagic conditions	Zooma API lookup	match	
Sarcoidosis	http://www.orpha.net/ORDO/Orphanet_797	Sarcoidosis	EFO OBO	match	
Secondary polycythaemia	http://www.ebi.ac.uk/efo/EFO_1002034	secondary hypertension	OLS API EFO lookup	fuzzy	check if valid
Thrombocytopenia, unspecified	http://purl.obolibrary.org/obo/HP_0001873	Thrombocytopenia	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified disorders of white blood cells					
Dermatopolymyositis (FG)	http://www.ebi.ac.uk/efo/EFO_0009297	fg syndrome	OLS API EFO lookup	fuzzy	check if valid
Diabetes, varying definitions	http://www.ebi.ac.uk/efo/EFO_0000400	diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Diabetes medication	http://www.ebi.ac.uk/efo/EFO_0006344	medication adherence behavior	OLS API EFO lookup	fuzzy	check if valid
Other disorders of thyroid	http://www.ebi.ac.uk/efo/EFO_1000627	Other disorders of thyroid	Zooma API lookup	match	
AION (anterior ischemic optic neuropathy)	http://www.ebi.ac.uk/efo/EFO_1000809	anterior ischemic optic neuropathy	OLS API EFO lookup	fuzzy	check if valid
Background diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009760	non-proliferative diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Severe non-proliferative background diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009760	non-proliferative diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Diabetic hypoglycemia	http://purl.obolibrary.org/obo/HP_0001943	Hypoglycemia	OLS API EFO lookup	fuzzy	check if valid
Diabetic ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	EFO OBO	match	
Diabetic maculopathy	http://www.ebi.ac.uk/efo/EFO_0010133	diabetic maculopathy	EFO OBO	match	
Diabetic maculopathy (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0010133	diabetic maculopathy	OLS API EFO lookup	fuzzy	check if valid
Neovascular glaucoma	http://www.ebi.ac.uk/efo/EFO_1001060	neovascular glaucoma	EFO OBO	match	
Diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	EFO OBO	match	
Diabetic nephropathy (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	OLS API EFO lookup	fuzzy	check if valid
Diabetic neuropathy	http://www.ebi.ac.uk/efo/EFO_1000783	diabetic neuropathy	EFO OBO	match	
Diabetes, opthalmic co-morbidities	http://www.ebi.ac.uk/efo/EFO_0000400	diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Other diabetes, wide definition	http://purl.obolibrary.org/obo/MONDO_0015888	other rare diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Peripheral atherosclerosis	http://www.ebi.ac.uk/efo/EFO_0003914	atherosclerosis	OLS API EFO lookup	fuzzy	check if valid
Peripheral angiopathy	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease	OLS API EFO lookup	match	
Diabetic polyneuropathy	http://www.ebi.ac.uk/efo/EFO_1000783	diabetic neuropathy	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Proliferative diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009322	proliferative diabetic retinopathy	EFO OBO	match	
Diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	EFO OBO	match	
Diabetic retinopathy (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Retinal vein occlusion (central or branch)	http://www.ebi.ac.uk/efo/EFO_1001157	retinal vein occlusion	OLS API EFO lookup	fuzzy	check if valid
Diabetes, several complications					
Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	http://purl.obolibrary.org/obo/HP_0100832	Vitreous floaters	OLS API EFO lookup	fuzzy	check if valid
Dry age-related macular degeneration (includes geographic atrophy)	http://purl.obolibrary.org/obo/MONDO_0100114	dry age related macular degeneration	OLS API EFO lookup	fuzzy	check if valid
Adrenocortical insufficiency	http://www.ebi.ac.uk/efo/EFO_0009491	adrenocortical insufficiency	EFO OBO	match	
Other disorders of adrenal gland	http://www.ebi.ac.uk/efo/EFO_0005539	Other disorders of adrenal gland	Zooma API lookup	match	
Amyloidosis, other/unspecified	http://purl.obolibrary.org/obo/MONDO_0018634	hereditary amyloidosis	OLS API EFO lookup	fuzzy	check if valid
Amyloidosis	http://www.ebi.ac.uk/efo/EFO_1001875	amyloidosis	EFO OBO	match	
Disorders of calcium metabolism	http://www.ebi.ac.uk/efo/EFO_0005769	calcium metabolic disease	OLS API EFO lookup	fuzzy	check if valid
Congenital iodine-deficiency syndrome/hypothyroidism	http://www.orpha.net/ORDO/Orphanet_442	Congenital hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	diabetes mellitus	EFO OBO	match	
Type 1 diabetes	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	EFO OBO	match	
Type 1 diabetes with coma	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with other specified/multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with neurological complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes without complications	http://www.ebi.ac.uk/efo/EFO_0004996	type 1 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with ophthalmic complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with peripheral circulatory complications	http://www.ebi.ac.uk/efo/EFO_0009757	idiopathic type 1 diabetes	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes with renal complications	http://www.orpha.net/ORDO/Orphanet_93111	Renal cysts and diabetes syndrome	OLS API EFO lookup	fuzzy	check if valid
Type 1 diabetes, strict (exclude DM2)	http://www.ebi.ac.uk/efo/EFO_0004996	type 1 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes	http://www.ebi.ac.uk/efo/EFO_0001360	type II diabetes mellitus	EFO OBO	match	
Type 2 diabetes with coma	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with ketoacidosis	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with other specified/multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with neurological complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes without complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with ophthalmic complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with peripheral circulatory complications	http://www.ebi.ac.uk/efo/EFO_1001503	type II diabetes mellitus with acanthosis nigricans	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes with renal complications	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Type 2 diabetes, strict (exclude DM1)	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetes	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetes with multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetes without complications					
Other endocrine disorders					
Endocrine disorders, other/unspecified					
Disorders of other endocrine glands					
Postprocedural endocrine and metabolic disorders, not elsewhere classified					
Endocrine, nutritional and metabolic diseases					
Other disorders of fluid, electrolyte and acid-base balance	http://purl.obolibrary.org/obo/HP_0001939	"""Other disorders of fluid, electrolyte and acid-base balance"""	Zooma API lookup	match	
Other disorders of glucose regulation and pancreatic internal secretion					
Nontoxic diffuse goitre	http://purl.obolibrary.org/obo/MONDO_0001658	nontoxic goiter	OLS API EFO lookup	fuzzy	check if valid
Nontoxic multinodular goitre	http://purl.obolibrary.org/obo/MONDO_0001658	nontoxic goiter	OLS API EFO lookup	fuzzy	check if valid
Other and/or unspecified nontoxic goitre	http://purl.obolibrary.org/obo/MONDO_0001658	nontoxic goiter	OLS API EFO lookup	fuzzy	check if valid
Nontoxic single thyroid nodule	http://purl.obolibrary.org/obo/MONDO_0001658	nontoxic goiter	OLS API EFO lookup	fuzzy	check if valid
Hyperaldosteronism	http://www.ebi.ac.uk/efo/EFO_0009452	hyperaldosteronism	EFO OBO	match	
Pure hypercholesterolaemia	http://www.ebi.ac.uk/efo/EFO_0007617	pure tone hearing measurement	OLS API EFO lookup	fuzzy	check if valid
Pure hyperglyceridaemia	http://www.ebi.ac.uk/efo/EFO_0007617	pure tone hearing measurement	OLS API EFO lookup	fuzzy	check if valid
Hyperkalaemia	http://purl.obolibrary.org/obo/HP_0002153	hyperkalaemia	OT Zooma Mappings	match	
Mixed hyperlipidaemia	http://www.orpha.net/ORDO/Orphanet_79211	Combined hyperlipidemia	EFO OBO	match	
Hyperlipidaemia, other/unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Hyperparathyroidism	http://www.ebi.ac.uk/efo/EFO_0008506	hyperparathyroidism	EFO OBO	match	
Hyperfunction of pituitary gland	http://www.ebi.ac.uk/efo/EFO_1000973	Hyperfunction of pituitary gland	Zooma API lookup	match	
Hyperprolactinaemia	http://purl.obolibrary.org/obo/MONDO_0024305	acquired hyperprolactinemia	EFO OBO	match	
Drug-induced hypoglycaemia without coma	http://purl.obolibrary.org/obo/HP_0001259	Coma	OLS API EFO lookup	fuzzy	check if valid
Hypoglycaemia, other or unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Hypokalaemia					
Hypo-osmolality and hyponatraemia					
Hypoparathyroidism	http://www.ebi.ac.uk/efo/EFO_0009451	hypoparathyroidism	EFO OBO	match	
Hypopituitarism	http://www.ebi.ac.uk/efo/EFO_0001380	hypopituitarism	EFO OBO	match	
Hypothyroidism,other/unspecified	http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Lactose intolerance, other/unspecified	http://www.ebi.ac.uk/efo/EFO_1000062	lactose intolerance	OLS API EFO lookup	fuzzy	check if valid
Lactose intolerance	http://www.ebi.ac.uk/efo/EFO_1000062	lactose intolerance	EFO OBO	match	
Disorders of lipoprotein metabolism and other lipidaemias	http://purl.obolibrary.org/obo/MONDO_0004069	inborn mitochondrial metabolism disorder	OLS API EFO lookup	fuzzy	check if valid
Disorder of lipoprotein metabolism, unspecified					
Other metabolic disorders	http://www.orpha.net/ORDO/Orphanet_91088	Other metabolic disease	OLS API EFO lookup	fuzzy	check if valid
Metabolic disorders					
Disorders of mineral metabolism	http://www.ebi.ac.uk/efo/EFO_0009556	Disorders of mineral metabolism	Zooma API lookup	match	
Other nutritional deficiencies	http://www.ebi.ac.uk/efo/EFO_1001067	Other nutritional deficiencies	Zooma API lookup	match	
Obesity	http://www.ebi.ac.uk/efo/EFO_0001073	obesity	EFO OBO	match	
Obesity due to excess calories	http://www.ebi.ac.uk/efo/EFO_0001073	obesity	OLS API EFO lookup	fuzzy	check if valid
Obesity, other/unspecified	http://www.ebi.ac.uk/efo/EFO_0001073	obesity	OLS API EFO lookup	fuzzy	check if valid
Extreme obesity with alveolar hypoventilation	http://purl.obolibrary.org/obo/HP_0002791	Hypoventilation	OLS API EFO lookup	fuzzy	check if valid
Obesity and other hyperalimentation	http://www.orpha.net/ORDO/Orphanet_2563	MOMO syndrome	OLS API EFO lookup	fuzzy	check if valid
Ovarian dysfunction	http://www.ebi.ac.uk/efo/EFO_0009003	ovarian dysfunction	EFO OBO	match	
Disorders of parathyroid gland	http://www.ebi.ac.uk/efo/EFO_0005754	parathyroid disease	OLS API EFO lookup	fuzzy	check if valid
Polycystic ovarian syndrome	http://www.ebi.ac.uk/efo/EFO_0000660	polycystic ovarian syndrome	Zooma API lookup	match	
Disorders of the thyroid gland	http://www.ebi.ac.uk/efo/EFO_1000627	thyroid disease	OLS API EFO lookup	fuzzy	check if valid
Autoimmune thyroiditis	http://www.ebi.ac.uk/efo/EFO_0006812	autoimmune thyroid disease	EFO OBO	match	
Thyroiditis, unspecified	http://www.ebi.ac.uk/efo/EFO_1001431	suppurative thyroiditis	OLS API EFO lookup	fuzzy	check if valid
Subacute thyroiditis	http://www.ebi.ac.uk/efo/EFO_1001194	subacute thyroiditis	EFO OBO	match	
Disorder of thyroid, unspecified	http://www.ebi.ac.uk/efo/EFO_1000627	thyroid disease	OLS API EFO lookup	fuzzy	check if valid
Thyrotoxicosis with diffuse goitr	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis	OLS API EFO lookup	fuzzy	check if valid
Thyrotoxicosis with toxic multinodular goitre	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis	OLS API EFO lookup	fuzzy	check if valid
Thyrotoxicosis, other and/or unspecified	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis	OLS API EFO lookup	fuzzy	check if valid
Vitamin deficiency	http://purl.obolibrary.org/obo/MONDO_0024298	vitamin deficiency disorder	EFO OBO	match	
Volume depletion	http://purl.obolibrary.org/obo/HP_0011106	Volume depletion	Zooma API lookup	match	
