phenocode	name	category	n_cases	n_controls	path_bucket	path_https
C3_CORPUS_UTERI	Malignant neoplasm of corpus uteri	II Neoplasms, from cancer register (ICD-O-3)	1053	122526	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_CORPUS_UTERI.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_CORPUS_UTERI.gz
C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	1053	99321	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_CORPUS_UTERI_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_CORPUS_UTERI_EXALLC.gz
C3_DIGESTIVE_ORGANS	Malignant neoplasm of digestive organs	II Neoplasms, from cancer register (ICD-O-3)	5253	213539	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_DIGESTIVE_ORGANS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_DIGESTIVE_ORGANS.gz
C3_DIGESTIVE_ORGANS_EXALLC	Malignant neoplasm of digestive organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	5253	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_DIGESTIVE_ORGANS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_DIGESTIVE_ORGANS_EXALLC.gz
C3_DLBCL	Diffuse large B-cell lymphoma	II Neoplasms, from cancer register (ICD-O-3)	209	218583	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_DLBCL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_DLBCL.gz
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	209	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_DLBCL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_DLBCL_EXALLC.gz
C3_ENDOCRINE	Malignant neoplasm of endocrine gland	II Neoplasms, from cancer register (ICD-O-3)	1069	217723	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_ENDOCRINE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_ENDOCRINE.gz
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	1069	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_ENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_ENDOCRINE_EXALLC.gz
C3_EYE_ADNEXA	Malignant neoplasm of eye and adnexa	II Neoplasms, from cancer register (ICD-O-3)	161	218631	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_ADNEXA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_ADNEXA.gz
C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	161	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_ADNEXA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_ADNEXA_EXALLC.gz
C3_EYE_BRAIN_NEURO	"Malignant neoplasm of eye, brain and central nervous system"	II Neoplasms, from cancer register (ICD-O-3)	1446	217346	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_BRAIN_NEURO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_BRAIN_NEURO.gz
C3_EYE_BRAIN_NEURO_EXALLC	"Malignant neoplasm of eye, brain and central nervous system" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	1446	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_BRAIN_NEURO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_EYE_BRAIN_NEURO_EXALLC.gz
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	II Neoplasms, from cancer register (ICD-O-3)	3665	119914	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL.gz
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	3665	99321	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_EXALLC.gz
C3_FEMALE_GENITAL_NAS	Malignant neoplasm of other and unspecified female genital organs	II Neoplasms, from cancer register (ICD-O-3)	106	123473	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_NAS.gz
C3_FEMALE_GENITAL_NAS_EXALLC	Malignant neoplasm of other and unspecified female genital organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	106	99321	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_FEMALE_GENITAL_NAS_EXALLC.gz
C3_GBM	Brain glioblastoma	II Neoplasms, from cancer register (ICD-O-3)	91	218701	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_GBM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_GBM.gz
C3_GBM_EXALLC	Brain glioblastoma (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	91	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_GBM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_GBM_EXALLC.gz
C3_HEART_MEDIASTINUM_PLEURA	"Malignant neoplasm of heart, mediastinum and pleura"	II Neoplasms, from cancer register (ICD-O-3)	102	218690	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_HEART_MEDIASTINUM_PLEURA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_HEART_MEDIASTINUM_PLEURA.gz
C3_HEART_MEDIASTINUM_PLEURA_EXALLC	"Malignant neoplasm of heart, mediastinum and pleura" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	102	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_HEART_MEDIASTINUM_PLEURA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_HEART_MEDIASTINUM_PLEURA_EXALLC.gz
C3_KIDNEY_NOTRENALPELVIS	"Malignant neoplasm of kidney, except renal pelvis"	II Neoplasms, from cancer register (ICD-O-3)	971	217821	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_KIDNEY_NOTRENALPELVIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_KIDNEY_NOTRENALPELVIS.gz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	"Malignant neoplasm of kidney, except renal pelvis" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	971	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz
C3_LARYNX	Malignant neoplasm of larynx	II Neoplasms, from cancer register (ICD-O-3)	180	218612	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LARYNX.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LARYNX.gz
C3_LARYNX_EXALLC	Malignant neoplasm of larynx (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	180	174005	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LARYNX_EXALLC.gz
C3_LIP_ORAL_PHARYNX	"Malignant neoplasm of lip, oral cavity and pharynx"	II Neoplasms, from cancer register (ICD-O-3)	126	218666	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LIP_ORAL_PHARYNX.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LIP_ORAL_PHARYNX.gz
C3_LIP_ORAL_PHARYNX_EXALLC	"Malignant neoplasm of lip, oral cavity and pharynx" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	126	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LIP_ORAL_PHARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LIP_ORAL_PHARYNX_EXALLC.gz
C3_LIVER_INTRAHEPATIC_BILE_DUCTS	Malignant neoplasm of liver and intrahepatic bile ducts	II Neoplasms, from cancer register (ICD-O-3)	304	218488	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LIVER_INTRAHEPATIC_BILE_DUCTS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LIVER_INTRAHEPATIC_BILE_DUCTS.gz
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	304	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC.gz
C3_LUNG_NONSMALL	Non-small cell lung cancer	II Neoplasms, from cancer register (ICD-O-3)	1627	217165	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LUNG_NONSMALL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LUNG_NONSMALL.gz
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	1627	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LUNG_NONSMALL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LUNG_NONSMALL_EXALLC.gz
C3_LYMPHNODES_SECONDARY_NAS	Secondary and unspecified malignant neoplasm of lymph nodes	II Neoplasms, from cancer register (ICD-O-3)	995	217797	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LYMPHNODES_SECONDARY_NAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LYMPHNODES_SECONDARY_NAS.gz
C3_LYMPHNODES_SECONDARY_NAS_EXALLC	Secondary and unspecified malignant neoplasm of lymph nodes (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	995	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_LYMPHNODES_SECONDARY_NAS_EXALLC.gz
C3_MALE_GENITAL	malignant neoplasm of male genital organs	II Neoplasms, from cancer register (ICD-O-3)	6542	88671	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MALE_GENITAL.gz
C3_MALE_GENITAL_EXALLC	malignant neoplasm of male genital organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	6542	74685	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MALE_GENITAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MALE_GENITAL_EXALLC.gz
C3_MELANOMA_SKIN	Malignant melanoma of skin	II Neoplasms, from cancer register (ICD-O-3)	98	218694	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MELANOMA_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MELANOMA_SKIN.gz
C3_MELANOMA_SKIN_EXALLC	Malignant melanoma of skin (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	98	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MELANOMA_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MELANOMA_SKIN_EXALLC.gz
C3_MENINGES	Malignant neoplasm of meninges	II Neoplasms, from cancer register (ICD-O-3)	640	218152	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MENINGES.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MENINGES.gz
C3_MENINGES_EXALLC	Malignant neoplasm of meninges (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	640	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MENINGES_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MENINGES_EXALLC.gz
C3_MESOTHELIOMA	Mesothelioma	II Neoplasms, from cancer register (ICD-O-3)	133	218659	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MESOTHELIOMA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MESOTHELIOMA.gz
C3_MESOTHELIOMA_EXALLC	Mesothelioma (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	133	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MESOTHELIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MESOTHELIOMA_EXALLC.gz
C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	II Neoplasms, from cancer register (ICD-O-3)	497	218295	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MESTOTHEL_SOFTTISSUE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MESTOTHEL_SOFTTISSUE.gz
C3_MESTOTHEL_SOFTTISSUE_EXALLC	Melignant neoplasm of mesothelium and soft tissue (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	497	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_MESTOTHEL_SOFTTISSUE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_MESTOTHEL_SOFTTISSUE_EXALLC.gz
C3_NSCLC_ADENO	"Non-small cell lung cancer, adenocarcinoma"	II Neoplasms, from cancer register (ICD-O-3)	571	218221	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_ADENO.gz
C3_NSCLC_ADENO_EXALLC	"Non-small cell lung cancer, adenocarcinoma" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	571	174005	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_ADENO_EXALLC.gz
C3_NSCLC_SQUAM	"Non-small cell lung cancer, squamous"	II Neoplasms, from cancer register (ICD-O-3)	365	218427	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_SQUAM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_SQUAM.gz
C3_NSCLC_SQUAM_EXALLC	"Non-small cell lung cancer, squamous" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	365	174004	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_NSCLC_SQUAM_EXALLC.gz
C3_OESOPHAGUS	Malignant neoplasm of oesophagus	II Neoplasms, from cancer register (ICD-O-3)	232	218560	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OESOPHAGUS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OESOPHAGUS.gz
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	232	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OESOPHAGUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OESOPHAGUS_EXALLC.gz
C3_OTHER_SKIN	Other malignant neoplasms of skin (=non-melanoma skin cancer)	II Neoplasms, from cancer register (ICD-O-3)	10382	208410	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OTHER_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OTHER_SKIN.gz
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer) (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	10382	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OTHER_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OTHER_SKIN_EXALLC.gz
C3_OVARY	Malignant neoplasm of ovary	II Neoplasms, from cancer register (ICD-O-3)	719	122860	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OVARY.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OVARY.gz
C3_OVARY_EXALLC	Malignant neoplasm of ovary (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	719	99321	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_OVARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_OVARY_EXALLC.gz
C3_PANCREAS	Malignant neoplasm of pancreas	II Neoplasms, from cancer register (ICD-O-3)	605	218187	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_PANCREAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_PANCREAS.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	605	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_PANCREAS_EXALLC.gz
C3_PROSTATE	Malignant neoplasm of prostate	II Neoplasms, from cancer register (ICD-O-3)	6311	88902	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_PROSTATE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_PROSTATE.gz
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	6311	74685	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_PROSTATE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_PROSTATE_EXALLC.gz
C3_RECTOSIGMOID_JUNCTION	Malignant neoplasm of rectosigmoid junction	II Neoplasms, from cancer register (ICD-O-3)	198	218594	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTOSIGMOID_JUNCTION.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTOSIGMOID_JUNCTION.gz
C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	198	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTOSIGMOID_JUNCTION_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTOSIGMOID_JUNCTION_EXALLC.gz
C3_RECTUM	Malignant neoplasm of rectum	II Neoplasms, from cancer register (ICD-O-3)	1078	217714	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTUM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTUM.gz
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	1078	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RECTUM_EXALLC.gz
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	II Neoplasms, from cancer register (ICD-O-3)	2074	216718	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RESPIRATORY_INTRATHORACIC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RESPIRATORY_INTRATHORACIC.gz
C3_RESPIRATORY_INTRATHORACIC_EXALLC	Malignant neoplasm of respiratory system and intrathoracic organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	2074	173985	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_RESPIRATORY_INTRATHORACIC_EXALLC.gz
C3_SCLC	Small cell lung cancer	II Neoplasms, from cancer register (ICD-O-3)	179	218613	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SCLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SCLC.gz
C3_SCLC_EXALLC	Small cell lung cancer (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	179	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SCLC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SCLC_EXALLC.gz
C3_SECONDARY_NAS	Secondary malignant neoplasm of other and unspecified sites	II Neoplasms, from cancer register (ICD-O-3)	139	218653	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_NAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_NAS.gz
C3_SECONDARY_NAS_EXALLC	Secondary malignant neoplasm of other and unspecified sites (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	139	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_NAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_NAS_EXALLC.gz
C3_SECONDARY_WITHOUT_SITESPEC	"Malignant neoplasm, without specification of site"	II Neoplasms, from cancer register (ICD-O-3)	400	218392	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_WITHOUT_SITESPEC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_WITHOUT_SITESPEC.gz
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC	"Malignant neoplasm, without specification of site" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	400	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_WITHOUT_SITESPEC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SECONDARY_WITHOUT_SITESPEC_EXALLC.gz
C3_SKIN	Malignant neoplasm of skin	II Neoplasms, from cancer register (ICD-O-3)	10384	208408	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SKIN.gz
C3_SKIN_EXALLC	Malignant neoplasm of skin (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	10384	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SKIN_EXALLC.gz
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	II Neoplasms, from cancer register (ICD-O-3)	252	218540	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SMALL_INTESTINE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SMALL_INTESTINE.gz
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	252	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SMALL_INTESTINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SMALL_INTESTINE_EXALLC.gz
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system"	II Neoplasms, from cancer register (ICD-O-3)	198	218594	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS.gz
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	198	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC.gz
C3_STOMACH	Malignant neoplasm of stomach	II Neoplasms, from cancer register (ICD-O-3)	633	218159	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_STOMACH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_STOMACH.gz
C3_STOMACH_EXALLC	Malignant neoplasm of stomach (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	633	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_STOMACH_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_STOMACH_EXALLC.gz
C3_TESTIS	Malignant neoplasm of testis	II Neoplasms, from cancer register (ICD-O-3)	199	95014	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_TESTIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_TESTIS.gz
C3_TESTIS_EXALLC	Malignant neoplasm of testis (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	199	74685	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_TESTIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_TESTIS_EXALLC.gz
C3_THYROID_GLAND	Malignant neoplasm of thyroid gland	II Neoplasms, from cancer register (ICD-O-3)	989	217803	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_THYROID_GLAND.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_THYROID_GLAND.gz
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)	989	174006	gs://finngen-public-data-r5/summary_stats/finngen_R5_C3_THYROID_GLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_C3_THYROID_GLAND_EXALLC.gz
