phenocode	name	category	n_cases	n_controls	path_bucket	path_https
COPD_ASTHMA_INFECTIONS	COPD/asthma related infections	Other	34210	101428	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_ASTHMA_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_ASTHMA_INFECTIONS.gz
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	Other	15947	101428	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_ASTHMA_PNEUMONIA_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_ASTHMA_PNEUMONIA_SEPSIS.gz
COPD_EARLY	Early onset COPD	Other	2079	131729	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLY.gz
COPD_EARLYANDLATER	COPD, early/later onset	Other	3909	131729	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLYANDLATER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLYANDLATER.gz
COPD_EARLYANDLATER_EXMORE	COPD, early/later onset (more controls excluded)	Other	3909	131729	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLYANDLATER_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLYANDLATER_EXMORE.gz
COPD_EARLY_EXMORE	Early onset COPD (more controls excluded)	Other	2079	131729	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_EARLY_EXMORE.gz
COPD_HOSPITAL	COPD, hospital admissions	Other	3844	131794	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_HOSPITAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_HOSPITAL.gz
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	Other	3679	131959	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_INSUFFICIENCY.gz
COPD_LATER	Later onset COPD	Other	1830	53652	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_LATER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_LATER.gz
COPD_LATER_EXMORE	Later onset COPD (more controls excluded)	Other	1830	53652	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_LATER_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_LATER_EXMORE.gz
COPD_MODE	COPD (mode)	Other	3350	88801	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_MODE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_MODE.gz
COPD_OPPORTUNIST_INFECTIONS	COPD related to chronic (opportunist) infections	Other	127	117047	gs://finngen-public-data-r3/summary_stats/finngen_r3_COPD_OPPORTUNIST_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COPD_OPPORTUNIST_INFECTIONS.gz
COUGH	Cough	Other	4425	131213	gs://finngen-public-data-r3/summary_stats/finngen_r3_COUGH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COUGH.gz
COX_ARTHROSIS	Coxarthrosis [arthrosis of hip](FG)	Other	6197	108694	gs://finngen-public-data-r3/summary_stats/finngen_r3_COX_ARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_COX_ARTHROSIS.gz
CPAP	Continuous positive airway pressure	Other	1963	69868	gs://finngen-public-data-r3/summary_stats/finngen_r3_CPAP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_CPAP.gz
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	Other	829	134057	gs://finngen-public-data-r3/summary_stats/finngen_r3_C_DIFFICILE_ENTEROCOLITIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_C_DIFFICILE_ENTEROCOLITIS.gz
C_STROKE	STROKE	Other	11334	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_C_STROKE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_C_STROKE.gz
D3_ACQHAEMOLYTICANAEMIA	Acquired haemolytic anaemia	Blood, blood-forming organs, the immune mechanism	151	135414	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ACQHAEMOLYTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ACQHAEMOLYTICANAEMIA.gz
D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	Blood, blood-forming organs, the immune mechanism	285	132031	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ACUTEPOSTBLEEDANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ACUTEPOSTBLEEDANAEMIA.gz
D3_AGRANULOCYTOSIS	Agranulocytosis	Blood, blood-forming organs, the immune mechanism	782	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_AGRANULOCYTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_AGRANULOCYTOSIS.gz
D3_ALLERGPURPURA	Allergic purpura	Blood, blood-forming organs, the immune mechanism	271	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ALLERGPURPURA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ALLERGPURPURA.gz
D3_ANAEMIA	Anaemias	Blood, blood-forming organs, the immune mechanism	6978	40375	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA.gz
D3_ANAEMIANAS	Other and unspecified anaemias	Blood, blood-forming organs, the immune mechanism	3261	132031	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIANAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIANAS.gz
D3_ANAEMIA_B12_DEF	Vitamin B12 deficiency anaemia	Blood, blood-forming organs, the immune mechanism	1034	131283	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_B12_DEF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_B12_DEF.gz
D3_ANAEMIA_IRONDEF	Iron deficiency anaemia	Blood, blood-forming organs, the immune mechanism	3394	131283	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF.gz
D3_ANAEMIA_IRONDEF_BLOODLOSS	Iron deficiency anaemia secondary to blood loss (chronic)	Blood, blood-forming organs, the immune mechanism	1334	131283	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz
D3_ANAEMIA_IRONDEF_NAS	Other and unspecified iron deficiency	Blood, blood-forming organs, the immune mechanism	2353	131283	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ANAEMIA_IRONDEF_NAS.gz
D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	Blood, blood-forming organs, the immune mechanism	3607	132031	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_APLASTICANDOTHANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_APLASTICANDOTHANAEMIA.gz
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Blood, blood-forming organs, the immune mechanism	10898	124740	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOOD.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOOD.gz
D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	Blood, blood-forming organs, the immune mechanism	147	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOODNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOODNAS.gz
D3_BLOODOTHER	Other diseases of blood and blood-forming organs	Blood, blood-forming organs, the immune mechanism	1598	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOODOTHER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_BLOODOTHER.gz
D3_COAGDEF	Chronic Coagulation defects	Blood, blood-forming organs, the immune mechanism	161	135477	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEF.gz
D3_COAGDEFNAS	Other and unspecified coagulation defects	Blood, blood-forming organs, the immune mechanism	313	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEFNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEFNAS.gz
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	Blood, blood-forming organs, the immune mechanism	1502	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz
D3_COAGOTHER	Other coagulation defects	Blood, blood-forming organs, the immune mechanism	500	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGOTHER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_COAGOTHER.gz
D3_HAEMOLYTICANAEMIA	Haemolytic anaemias	Blood, blood-forming organs, the immune mechanism	224	135414	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_HAEMOLYTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_HAEMOLYTICANAEMIA.gz
D3_IMMUDEF	Immunodeficiencies	Blood, blood-forming organs, the immune mechanism	380	135258	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEF.gz
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	Blood, blood-forming organs, the immune mechanism	208	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEFANTIBODY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEFANTIBODY.gz
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	Blood, blood-forming organs, the immune mechanism	100	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEFANTIBODYNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUDEFANTIBODYNAS.gz
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	Blood, blood-forming organs, the immune mechanism	1706	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISM.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISM.gz
D3_IMMUNEMECHANISMNAS	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	Blood, blood-forming organs, the immune mechanism	194	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISMNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISMNAS.gz
D3_IMMUNEMECHANISMOTHER	Other disorders involving the immune mechanism, not elsewhere classified	Blood, blood-forming organs, the immune mechanism	207	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISMOTHER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_IMMUNEMECHANISMOTHER.gz
D3_ITP	Idiopathic thrombocytopenic purpura	Blood, blood-forming organs, the immune mechanism	233	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_ITP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_ITP.gz
D3_NUTRIANAEMIA	Nutritional anaemias	Blood, blood-forming organs, the immune mechanism	4355	131283	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_NUTRIANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_NUTRIANAEMIA.gz
D3_OTHERANAEMIA	Other anaemias	Blood, blood-forming organs, the immune mechanism	3310	132031	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERANAEMIA.gz
D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs	Blood, blood-forming organs, the immune mechanism	401	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERBLOOD.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERBLOOD.gz
D3_OTHERWHITECELL	Other disorders of white blood cells	Blood, blood-forming organs, the immune mechanism	362	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERWHITECELL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_OTHERWHITECELL.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	Blood, blood-forming organs, the immune mechanism	1003	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz
D3_SARCOIDOSIS	Sarcoidosis	Blood, blood-forming organs, the immune mechanism	1153	133932	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_SARCOIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_SARCOIDOSIS.gz
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	Blood, blood-forming organs, the immune mechanism	111	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_SCNDPOLYCYTHAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_SCNDPOLYCYTHAEMIA.gz
D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified	Blood, blood-forming organs, the immune mechanism	446	134136	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_THROMBOCYTOPENIANAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_THROMBOCYTOPENIANAS.gz
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	Blood, blood-forming organs, the immune mechanism	262	134040	gs://finngen-public-data-r3/summary_stats/finngen_r3_D3_WHITEBLOODCELLNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_D3_WHITEBLOODCELLNAS.gz
DERMATOPOLY_FG	Dermatopolymyositis (FG)	Other	105	108694	gs://finngen-public-data-r3/summary_stats/finngen_r3_DERMATOPOLY_FG.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DERMATOPOLY_FG.gz
DIABETES_FG	Diabetes, varying definitions	Other	22014	113624	gs://finngen-public-data-r3/summary_stats/finngen_r3_DIABETES_FG.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DIABETES_FG.gz
DIAB_MED	Diabetes medication	Other	19938	115669	gs://finngen-public-data-r3/summary_stats/finngen_r3_DIAB_MED.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DIAB_MED.gz
DIS_THYROID_OTH	Other disorders of thyroid	Other	113	132795	gs://finngen-public-data-r3/summary_stats/finngen_r3_DIS_THYROID_OTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DIS_THYROID_OTH.gz
DM_AION	AION (anterior ischemic optic neuropathy)	Other	136	135206	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_AION.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_AION.gz
DM_BCKGRND_RETINA	Background diabetic retinopathy	Other	1294	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_BCKGRND_RETINA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_BCKGRND_RETINA.gz
DM_BCKGRND_RETINA_NONPROLIF	Severe non-proliferative background diabetic retinopathy	Other	276	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_BCKGRND_RETINA_NONPROLIF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_BCKGRND_RETINA_NONPROLIF.gz
DM_HYPOGLYC	Diabetic hypoglycemia	Other	2413	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_HYPOGLYC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_HYPOGLYC.gz
DM_KETOACIDOSIS	Diabetic ketoacidosis	Other	3071	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_KETOACIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_KETOACIDOSIS.gz
DM_MACULOPATHY	Diabetic maculopathy	Other	1105	131097	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_MACULOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_MACULOPATHY.gz
DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more controls excluded)	Other	1105	113620	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_MACULOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_MACULOPATHY_EXMORE.gz
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Other	323	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_NEOVASCULAR_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_NEOVASCULAR_GLAUCOMA.gz
DM_NEPHROPATHY	Diabetic nephropathy	Other	1837	130598	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_NEPHROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_NEPHROPATHY.gz
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more controls excluded)	Other	1837	113252	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_NEPHROPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_NEPHROPATHY_EXMORE.gz
DM_NEUROPATHY	Diabetic neuropathy	Other	939	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_NEUROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_NEUROPATHY.gz
DM_OPTHALMIC_COMORB	Diabetes, opthalmic co-morbidities	Other	334	109788	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_OPTHALMIC_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_OPTHALMIC_COMORB.gz
DM_OTHER_WIDE	Other diabetes, wide definition	Other	19243	111423	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_OTHER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_OTHER_WIDE.gz
DM_PERIPHATHERO	Peripheral atherosclerosis	Other	3976	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_PERIPHATHERO.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_PERIPHATHERO.gz
DM_PERIPH_ANGIOPATHY	Peripheral angiopathy	Other	118	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_PERIPH_ANGIOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_PERIPH_ANGIOPATHY.gz
DM_POLYNEURO	Diabetic polyneuropathy	Other	212	134699	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_POLYNEURO.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_POLYNEURO.gz
DM_RETINA_NOS	Unspecified diabetic retinopathy	Other	1087	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINA_NOS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINA_NOS.gz
DM_RETINA_PROLIF	Proliferative diabetic retinopathy	Other	5440	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINA_PROLIF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINA_PROLIF.gz
DM_RETINOPATHY	Diabetic retinopathy	Other	8854	125526	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINOPATHY.gz
DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more controls excluded)	Other	8854	109788	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_RETINOPATHY_EXMORE.gz
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Other	223	113624	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_RET_VEIN_OCCLU.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_RET_VEIN_OCCLU.gz
DM_SEVERAL_COMPLICATIONS	Diabetes, several complications	Other	4113	100700	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_SEVERAL_COMPLICATIONS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_SEVERAL_COMPLICATIONS.gz
DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	Other	805	126784	gs://finngen-public-data-r3/summary_stats/finngen_r3_DM_VITREOUS_BLEEDING.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DM_VITREOUS_BLEEDING.gz
DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy)	Other	1410	92054	gs://finngen-public-data-r3/summary_stats/finngen_r3_DRY_AMD.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_DRY_AMD.gz
E4_ADDISON	Adrenocortical insufficiency	Endocrine, nutritional and metabolic diseases	197	131485	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_ADDISON.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_ADDISON.gz
E4_ADRENAL	Other disorders of adrenal gland	Endocrine, nutritional and metabolic diseases	256	131485	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_ADRENAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_ADRENAL.gz
E4_AMYLNAS	Amyloidosis, other/unspecified	Endocrine, nutritional and metabolic diseases	107	122763	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_AMYLNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_AMYLNAS.gz
E4_AMYLOIDOSIS	Amyloidosis	Endocrine, nutritional and metabolic diseases	136	122763	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_AMYLOIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_AMYLOIDOSIS.gz
E4_CA_MET	Disorders of calcium metabolism	Endocrine, nutritional and metabolic diseases	366	122763	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_CA_MET.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_CA_MET.gz
E4_CONGEIOD	Congenital iodine-deficiency syndrome/hypothyroidism	Endocrine, nutritional and metabolic diseases	205	117331	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_CONGEIOD.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_CONGEIOD.gz
E4_DIABETES	Diabetes mellitus	Endocrine, nutritional and metabolic diseases	21638	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DIABETES.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DIABETES.gz
E4_DM1	Type 1 diabetes	Endocrine, nutritional and metabolic diseases	3707	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1.gz
E4_DM1COMA	Type 1 diabetes with coma	Endocrine, nutritional and metabolic diseases	775	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1COMA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1COMA.gz
E4_DM1KETO	Type 1 diabetes with ketoacidosis	Endocrine, nutritional and metabolic diseases	760	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1KETO.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1KETO.gz
E4_DM1NASCOMP	Type 1 diabetes with other specified/multiple/unspecified complications	Endocrine, nutritional and metabolic diseases	1983	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NASCOMP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NASCOMP.gz
E4_DM1NEU	Type 1 diabetes with neurological complications	Endocrine, nutritional and metabolic diseases	382	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NEU.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NEU.gz
E4_DM1NOCOMP	Type 1 diabetes without complications	Endocrine, nutritional and metabolic diseases	3088	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NOCOMP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1NOCOMP.gz
E4_DM1OPTH	Type 1 diabetes with ophthalmic complications	Endocrine, nutritional and metabolic diseases	1786	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1OPTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1OPTH.gz
E4_DM1PERIPH	Type 1 diabetes with peripheral circulatory complications	Endocrine, nutritional and metabolic diseases	244	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1PERIPH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1PERIPH.gz
E4_DM1REN	Type 1 diabetes with renal complications	Endocrine, nutritional and metabolic diseases	599	114000	gs://finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1REN.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_E4_DM1REN.gz
